car,kwh,is_dc,stored_kwh,self_cons_value,arbitrage_value,backup,gross,capex_yr,net_vs_nothing,net_adv_vs_battery
Renault 5 E-Tech,52.0,False,927.0151491219045,305.91499921022853,143.49945309250788,29.281801814320616,478.69625411705704,562.5613127156496,-83.86505859859255,-33.865058598592555
Kia EV9,99.8,True,2444.2833335762593,806.6135000801656,0.0,5.603103586195962,812.2166036663616,947.2017093533863,-134.98510568702466,-84.98510568702466
Renault 5 E-Tech,52.0,False,2315.2169713761696,764.021600554136,0.0,31.353171978387728,795.3747725325237,488.7311581224735,306.6436144100502,356.6436144100502
VW ID.7 (77 kWh),77.0,True,2480.3881408232955,818.5280864716875,0.0,28.457641189080874,846.9857276607684,847.7800687098345,-0.7943410490661336,49.205658950933866
Renault 5 E-Tech,52.0,False,1439.7824613943008,475.12821226011926,0.0,17.467296233473743,492.595508493593,577.8008849968182,-85.20537650322524,-35.20537650322524
Hyundai Ioniq 5/6,77.4,True,1970.9352498258272,650.408632442523,0.0,23.180327910725026,673.588960353248,856.6315701880725,-183.04260983482448,-133.04260983482448
Hyundai Ioniq 5/6,77.4,True,2176.857233697928,718.3628871203164,402.93264001497795,30.193994857604313,1151.4895219928987,882.6878439412546,268.8016780516441,318.8016780516441
Renault 5 E-Tech,52.0,False,1315.2581772007231,434.03519847623863,0.0,17.362422594156296,451.3976210703949,536.802517403589,-85.40489633319413,-35.40489633319413
Hyundai Ioniq 5/6,77.4,True,2128.8535555297804,702.5216733248276,0.0,11.699255984369856,714.2209293091975,958.0050846118027,-243.7841553026052,-193.7841553026052
Renault 5 E-Tech,52.0,False,1784.169623724074,588.7759758289444,433.3351869077892,32.049154841915424,1054.160317578649,544.480838490105,509.679479088544,559.679479088544
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,30.27998870934568,30.27998870934568,883.6738429798548,-853.3938542705091,-803.3938542705091
Nissan Leaf (new),52.0,True,0.0,0.0,492.05612688748874,4.225828844428118,496.28195573191687,829.5889084268896,-333.3069526949727,-283.3069526949727
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,5.969985681209784,5.969985681209784,775.3132574859748,-769.343271804765,-719.343271804765
Hyundai Ioniq 5/6,77.4,True,1836.6201984498766,606.0846654884593,0.0,0.0,606.0846654884593,858.4183551911794,-252.3336897027201,-202.3336897027201
VW ID.7 (77 kWh),77.0,True,2652.9963646061956,875.4888003200446,528.2045143226726,2.0046321451539972,1405.6979467878712,929.0537737431366,476.64417304473454,526.6441730447345
Hyundai Ioniq 5/6,77.4,True,1502.2988647970292,495.75862538301965,0.0,21.42699586021672,517.1856212432364,884.5622375555656,-367.37661631232925,-317.37661631232925
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1625.9390306173445,11.451398176714543,1637.390428794059,908.4296295510151,728.960799243044,778.960799243044
Hyundai Ioniq 5/6,77.4,True,1788.5320714267582,590.2155835708302,0.0,30.196604808460194,620.4121883792903,845.1700702159454,-224.7578818366551,-174.7578818366551
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,1255.4021769360338,13.399380325235997,1268.8015572612699,841.6050229118215,427.19653434944837,477.19653434944837
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,2.4292625061135142,2.4292625061135142,593.7397571323315,-591.310494626218,-541.310494626218
Renault 5 E-Tech,52.0,False,1473.7440844623552,486.33554787257725,0.0,5.750814051214515,492.08636192379174,553.5843354593164,-61.49797353552469,-11.497973535524693
Kia EV6 (post-24),77.4,True,2452.623494634789,809.3657532294804,1814.298809730761,32.34480904792237,2656.0093720081636,849.5775675652003,1806.4318044429633,1856.4318044429633
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,37.22292423198265,37.22292423198265,851.7229257094396,-814.5000014774569,-764.5000014774569
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,0.0,0.0,666.4975057863537,-666.4975057863537,-616.4975057863537
Nissan Leaf (new),52.0,True,1976.5126035402177,652.2491591682718,258.57702040422447,19.75899602879878,930.5851756012952,946.3532220281926,-15.7680464268974,34.2319535731026
Hyundai Ioniq 5/6,77.4,True,1037.1015284400264,342.2435043852087,0.0,39.98565428277275,382.2291586679815,889.7443178526121,-507.5151591846306,-457.5151591846306
Hyundai Ioniq 5/6,77.4,True,778.979541932317,257.0632488376646,0.0,21.39163640851882,278.45488524618344,825.4320660195378,-546.9771807733543,-496.97718077335435
VW ID.7 (77 kWh),77.0,True,2263.7603050150237,747.0409006549579,411.89690244139473,20.250720535197154,1179.1885236315497,933.257958256709,245.93056537484074,295.93056537484074
VW ID.7 (77 kWh),77.0,True,2259.8072412777956,745.7363896216726,747.483272779399,62.35345556136424,1555.5731179624358,821.6505992957069,733.9225186667289,783.9225186667289
Kia EV6 (post-24),77.4,True,2678.841908930516,884.0178299470704,0.0,19.409118787710717,903.426948734781,938.5916215666218,-35.16467283184079,14.83532716815921
Renault 5 E-Tech,52.0,False,2092.7113864206476,690.5947575188137,0.0,56.35455481588806,746.9493123347017,495.6096780871344,251.33963424756735,301.33963424756735
Renault 5 E-Tech,52.0,False,1811.5475246745552,597.8106831426032,0.0,15.877792340266561,613.6884754828698,532.581341928975,81.10713355389476,131.10713355389476
Renault 5 E-Tech,52.0,False,406.8305539349896,134.2540827985466,0.0,32.605668692033795,166.85975149058038,526.240303942828,-359.38055245224757,-309.38055245224757
VW ID.7 (77 kWh),77.0,True,2354.233819842534,776.8971605480363,1005.1918525961902,19.112704598944706,1801.2017177431712,911.0718836456415,890.1298340975297,940.1298340975297
Hyundai Ioniq 5/6,77.4,True,1746.1527331131074,576.2304019273255,0.0,57.39525655190659,633.6256584792321,967.0608733703382,-333.43521489110606,-283.43521489110606
Kia EV9,99.8,True,3105.853675866863,1024.9317130360648,0.0,14.673172590542498,1039.6048856266073,880.7736288985798,158.83125672802748,208.83125672802748
Renault 5 E-Tech,52.0,False,1123.7097823451359,370.8242281738949,337.78992513720783,25.044414104905922,733.6585674160086,620.8888362919245,112.76973112408416,162.76973112408416
Hyundai Ioniq 5/6,77.4,True,1839.9802885899087,607.1934952346699,800.3577462255182,15.261890111696209,1422.8131315718842,923.7064494709026,499.10668210098163,549.1066821009816
Hyundai Ioniq 5/6,77.4,True,1524.456021578786,503.0704871209994,0.0,45.04682620360576,548.1173133246052,876.4194637529433,-328.3021504283381,-278.3021504283381
Hyundai Ioniq 5/6,77.4,True,1965.19927617304,648.5157611371033,603.133672006593,30.058562569557623,1281.7079957132537,868.9188619303959,412.7891337828578,462.7891337828578
Kia EV6 (post-24),77.4,True,0.0,0.0,775.6071086993013,13.122051137992651,788.729159837294,951.5935796279002,-162.86441979060623,-112.86441979060623
Renault 4 E-Tech,52.0,False,2317.7725183653306,764.8649310605591,0.0,24.005304592908477,788.8702356534676,601.5755317432498,187.29470391021778,237.29470391021778
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1637.3606877545712,19.0968824932339,1656.457570247805,845.8025066481963,810.6550635996088,860.6550635996088
Kia EV9,99.8,True,2779.6054095805716,917.2697851615886,0.0,35.87235113147617,953.1421362930648,870.1793521630661,82.96278412999868,132.96278412999868
Renault 5 E-Tech,52.0,False,724.4745315692035,239.07659541783715,0.0,10.089937306601145,249.1665327244383,525.9824369941923,-276.815904269754,-226.81590426975401
Nissan Leaf (new),52.0,True,550.5134720401056,181.66944577323486,0.0,0.0,181.66944577323486,906.4577518231168,-724.788306049882,-674.788306049882
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1288.4618777579292,35.58773352947861,1324.0496112874077,833.3263892243571,490.7232220630507,540.7232220630507
VW ID.7 (77 kWh),77.0,True,2094.6099181140576,691.221272977639,631.6105255982864,45.462680947484145,1368.2944795234096,846.2558925230142,522.0385870003954,572.0385870003954
Hyundai Ioniq 5/6,77.4,True,1636.2056984586056,539.9478804913399,1775.9424337132225,29.283724759480506,2345.174038964043,900.9617330384826,1444.2123059255605,1494.2123059255605
Renault 5 E-Tech,52.0,False,1709.6561844756316,564.1865408769585,587.3412648215256,25.052296074649547,1176.5801017731335,534.596932457925,641.9831693152084,691.9831693152084
Kia EV9,99.8,True,0.0,0.0,1025.9438457972933,4.916923347080841,1030.8607691443742,907.2065448311505,123.65422431322372,173.65422431322372
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,1175.9878387892113,19.793815936902437,1195.7816547261139,839.063110106152,356.7185446199619,406.7185446199619
Hyundai Ioniq 5/6,77.4,True,1368.051956391841,451.4571456093076,1128.5628643547007,20.233543676105732,1600.253553640114,860.9351496189674,739.3184040211465,789.3184040211465
Hyundai Ioniq 5/6,77.4,True,1102.1138443779864,363.69756864473555,0.0,29.96996455810488,393.66753320284045,940.9573563311678,-547.2898231283274,-497.2898231283274
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,12.470998882328473,12.470998882328473,947.1580385693062,-934.6870396869778,-884.6870396869778
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,1163.6363071577139,43.80663536436921,1207.442942522083,981.6387690036887,225.80417351839435,275.80417351839435
Kia EV9,99.8,True,1617.8868885057368,533.9026732068932,1083.9320502392477,28.931551067181495,1646.7662745133223,905.2340111046642,741.5322634086581,791.5322634086581
Kia EV6 (post-24),77.4,True,2219.856547411716,732.5526606458662,0.0,39.05734526084929,771.6100059067155,854.3744261703459,-82.76442026363043,-32.76442026363043
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,29.95778439753565,29.95778439753565,966.8808861717941,-936.9231017742585,-886.9231017742585
Renault 5 E-Tech,52.0,False,0.0,0.0,689.4786351621896,7.179749659743576,696.6583848219332,471.88687447006896,224.7715103518642,274.7715103518642
Nissan Leaf (new),52.0,True,2205.3510157041724,727.7658351823769,394.24330529281895,25.661819090530123,1147.670959565726,893.1346529062309,254.53630665949504,304.53630665949504
Hyundai Ioniq 5/6,77.4,True,1036.741543767892,342.12470944340436,0.0,26.33977161464467,368.46448105804905,827.4359627482769,-458.97148169022785,-408.97148169022785
Hyundai Ioniq 5/6,77.4,True,2619.898286661049,864.5664345981462,0.0,36.684052754561705,901.2504873527079,860.1304978068598,41.11998954584806,91.11998954584806
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,11.012626718775966,11.012626718775966,830.5661987226171,-819.553572003841,-769.553572003841
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,53.85218286604487,53.85218286604487,980.513924035327,-926.6617411692821,-876.6617411692821
Kia EV9,99.8,True,2299.469172248134,758.8248268418843,350.5239401462238,21.973105640970633,1131.3218726290788,792.7854427929111,338.5364298361677,388.5364298361677
Renault 5 E-Tech,52.0,False,1383.8853198479226,456.68215554981447,526.2991862778622,15.91732787746004,998.8986697051367,613.5292957054398,385.3693739996969,435.3693739996969
VW ID.7 (77 kWh),77.0,True,1277.5960326815255,421.60669078490344,1619.9000478388473,11.242204947027268,2052.748943570778,871.1230655790298,1181.6258779917482,1231.6258779917482
Renault 5 E-Tech,52.0,False,1853.3271947211197,611.5979742579696,280.80602450900324,22.357181219013782,914.7611799859866,577.2222514426286,337.538928543358,387.538928543358
Renault 4 E-Tech,52.0,False,0.0,0.0,0.0,14.870355699986705,14.870355699986705,561.767140356015,-546.8967846560283,-496.89678465602833
Kia EV6 (post-24),77.4,True,1285.1196769361181,424.089493388919,0.0,23.547641744885507,447.63713513380446,830.8486075156358,-383.2114723818313,-333.2114723818313
Renault 5 E-Tech,52.0,False,1910.1204548449405,630.3397500988303,420.29128340553444,39.626350127243896,1090.2573836316087,550.0947297926617,540.162653838947,590.162653838947
Kia EV6 (post-24),77.4,True,0.0,0.0,796.2424905478174,17.88318532249525,814.1256758703126,886.1634715853801,-72.03779571506743,-22.037795715067432
Hyundai Ioniq 5/6,77.4,True,1524.1928495601696,502.983640354856,0.0,26.42128765122682,529.4049280060829,804.2020101313288,-274.797082125246,-224.797082125246
Nissan Leaf (new),52.0,True,0.0,0.0,1216.8598727220246,25.64424404376374,1242.5041167657885,771.3266853957037,471.1774313700847,521.1774313700847
Kia EV9,99.8,True,0.0,0.0,0.0,13.569515644063049,13.569515644063049,938.8278518566356,-925.2583362125725,-875.2583362125725
Hyundai Ioniq 5/6,77.4,True,3481.3565735906623,1148.8476692849185,580.6696972026916,0.0,1729.5173664876102,779.7791035460305,949.7382629415797,999.7382629415797
Hyundai Ioniq 5/6,77.4,True,1803.3394688669694,595.1020247260999,0.0,16.205370015775394,611.3073947418753,764.0,-152.69260525812467,-102.69260525812467
Renault 4 E-Tech,52.0,False,2948.0514908876316,972.8569919929184,419.6727421686708,17.367551028943154,1409.8972851905323,669.7251002121137,740.1721849784186,790.1721849784186
Kia EV6 (post-24),77.4,True,0.0,0.0,1268.1872537306729,0.5245073723773896,1268.7117611030503,899.125648806203,369.5861122968473,419.5861122968473
